crime_type ,district ,beat_number ,map_reference ,phxcommunity ,domestic
9 ,1 ,113 ,030 ,0 ,0
9 ,1 ,113 ,030 ,1 ,0
9 ,1 ,114 ,026 ,0 ,0
9 ,1 ,114 ,026 ,0 ,0
9 ,1 ,114 ,026 ,1 ,0
9 ,1 ,114 ,026 ,0 ,0
9 ,1 ,114 ,036 ,0 ,0
9 ,1 ,114 ,036 ,0 ,1
9 ,1 ,114 ,065 ,1 ,1
9 ,1 ,114 ,065 ,0 ,0
9 ,3 ,115 ,005 ,0 ,1
9 ,3 ,115 ,039 ,1 ,1
9 ,3 ,115 ,039 ,0 ,0
9 ,3 ,115 ,039 ,1 ,0
9 ,3 ,115 ,039 ,1 ,1
9 ,3 ,115 ,040 ,0 ,0
9 ,3 ,116 ,052 ,0 ,0
9 ,3 ,116 ,052 ,0 ,0
9 ,3 ,116 ,053 ,0 ,0
9 ,3 ,116 ,053 ,0 ,0
9 ,3 ,116 ,053 ,0 ,0
9 ,3 ,116 ,053 ,0 ,0
9 ,3 ,116 ,054 ,0 ,1
9 ,2 ,117 ,018 ,0 ,0
9 ,2 ,117 ,018 ,0 ,0
9 ,2 ,117 ,064 ,0 ,1
9 ,2 ,117 ,064 ,0 ,0
9 ,2 ,117 ,068 ,0 ,1
9 ,3 ,118 ,004 ,0 ,0
9 ,3 ,118 ,045 ,0 ,0
9 ,3 ,118 ,120 ,0 ,0
9 ,2 ,119 ,076 ,0 ,0
9 ,2 ,119 ,076 ,0 ,0
9 ,2 ,119 ,076 ,0 ,0
9 ,2 ,119 ,076 ,0 ,0
9 ,1 ,120 ,057 ,1 ,0
9 ,2 ,121 ,078 ,0 ,1
9 ,2 ,121 ,078 ,0 ,0
9 ,2 ,122 ,015 ,1 ,1
51,1 ,120 ,062 ,0 ,0
51,1 ,120 ,121 ,0 ,0
88,1 ,113 ,034 ,0 ,0
50 ,3 ,118 ,120 ,0 ,0
99 ,1 ,114 ,036 ,0 ,0
49 ,1 ,111 ,022 ,0 ,0
49 ,1 ,111 ,023 ,0 ,0
49 ,1 ,111 ,024 ,0 ,0
49 ,1 ,111 ,025 ,0 ,0
49 ,1 ,111 ,025 ,1 ,0
49 ,3 ,112 ,003 ,0 ,0
49 ,3 ,112 ,027 ,0 ,0
49 ,3 ,112 ,028 ,0 ,0
49 ,3 ,112 ,083 ,0 ,0
49 ,3 ,112 ,083 ,0 ,0
49 ,3 ,112 ,083 ,0 ,0
49 ,3 ,112 ,083 ,0 ,0
49 ,3 ,112 ,083 ,0 ,0
49 ,1 ,113 ,030 ,0 ,0
49 ,1 ,113 ,030 ,1 ,0
49 ,1 ,114 ,026 ,0 ,0
49 ,1 ,114 ,026 ,0 ,0
49 ,1 ,114 ,036 ,0 ,0
49 ,1 ,114 ,036 ,0 ,0
49 ,1 ,114 ,065 ,0 ,0
49 ,3 ,115 ,005 ,0 ,0
49 ,3 ,115 ,039 ,0 ,0
49 ,3 ,115 ,039 ,0 ,0
49 ,3 ,115 ,039 ,0 ,0
49 ,3 ,115 ,042 ,0 ,0
49 ,3 ,115 ,042 ,0 ,0
49 ,3 ,116 ,053 ,0 ,0
49 ,3 ,118 ,047 ,0 ,0
49 ,3 ,118 ,120 ,0 ,0
49 ,2 ,119 ,124 ,0 ,0
49 ,2 ,119 ,124 ,0 ,0
49 ,2 ,119 ,124 ,0 ,0
49 ,1 ,120 ,061 ,0 ,0
49 ,1 ,120 ,061 ,0 ,0
49 ,1 ,120 ,061 ,0 ,0
49 ,1 ,120 ,061 ,0 ,0
49 ,1 ,120 ,062 ,0 ,0
49 ,2 ,121 ,067 ,0 ,0
49 ,2 ,121 ,069 ,0 ,0
49 ,2 ,122 ,015 ,0 ,0
49 ,2 ,122 ,015 ,0 ,0
48 ,2 ,117 ,009 ,0 ,0
48 ,3 ,118 ,120 ,0 ,0
48 ,1 ,120 ,121 ,0 ,0
47,2 ,119 ,076 ,0 ,1
98 ,2 ,122 ,015 ,0 ,0
45 ,1 ,111 ,021 ,0 ,0
45 ,1 ,111 ,029 ,0 ,0
45 ,3 ,112 ,027 ,0 ,0
45 ,3 ,112 ,028 ,0 ,0
45 ,3 ,115 ,042 ,0 ,0
45 ,3 ,116 ,053 ,0 ,0
45 ,2 ,117 ,068 ,1 ,0
45 ,2 ,119 ,074 ,0 ,0
45 ,1 ,120 ,061 ,0 ,0
45 ,1 ,120 ,121 ,0 ,0
45 ,2 ,122 ,122 ,0 ,0
44 ,3 ,112 ,027 ,0 ,0
44 ,3 ,112 ,083 ,0 ,0
44 ,1 ,113 ,032 ,0 ,0
44 ,1 ,113 ,034 ,0 ,0
44 ,1 ,114 ,065 ,0 ,0
44 ,1 ,114 ,065 ,1 ,0
44 ,1 ,114 ,065 ,1 ,0
44 ,1 ,114 ,065 ,1 ,0
44 ,3 ,115 ,040 ,0 ,0
44 ,3 ,115 ,040 ,0 ,0
44 ,3 ,115 ,044 ,0 ,0
44 ,3 ,116 ,048 ,0 ,0
44 ,2 ,117 ,018 ,0 ,0
44 ,2 ,117 ,064 ,0 ,0
44 ,2 ,117 ,071 ,0 ,0
44 ,3 ,118 ,004 ,1 ,0
44 ,2 ,119 ,074 ,1 ,0
44 ,2 ,119 ,076 ,0 ,0
44 ,2 ,119 ,082 ,0 ,0
44 ,1 ,120 ,061 ,0 ,0
44 ,1 ,120 ,121 ,0 ,0
44 ,2 ,121 ,017 ,0 ,0
44 ,2 ,121 ,069 ,0 ,0
44 ,2 ,122 ,077 ,1 ,0
42,1 ,111 ,023 ,0 ,0
42,1 ,111 ,023 ,0 ,0
42,1 ,111 ,025 ,0 ,0
42,1 ,111 ,025 ,0 ,0
42,1 ,111 ,080 ,0 ,0
42,3 ,112 ,027 ,0 ,0
42,1 ,113 ,030 ,1 ,0
42,1 ,113 ,031 ,0 ,0
42,1 ,113 ,031 ,0 ,0
42,1 ,113 ,034 ,0 ,0
42,1 ,114 ,065 ,1 ,0
42,3 ,115 ,006 ,0 ,0
42,3 ,115 ,040 ,0 ,0
42,3 ,116 ,050 ,0 ,0
42,3 ,116 ,054 ,0 ,0
42,2 ,117 ,064 ,0 ,0
42,2 ,117 ,066 ,0 ,0
42,2 ,117 ,068 ,0 ,0
42,3 ,118 ,046 ,0 ,0
42,3 ,118 ,120 ,0 ,0
42,2 ,119 ,016 ,0 ,0
42,2 ,119 ,076 ,0 ,0
42,2 ,119 ,124 ,0 ,0
42,2 ,119 ,124 ,0 ,0
42,1 ,120 ,121 ,0 ,0
41 ,1 ,111 ,022 ,0 ,0
41 ,1 ,113 ,034 ,0 ,0
41 ,3 ,115 ,038 ,0 ,0
41 ,3 ,115 ,039 ,0 ,0
41 ,2 ,117 ,018 ,0 ,0
41 ,2 ,121 ,067 ,0 ,0
41 ,2 ,122 ,077 ,0 ,0
40 ,1 ,111 ,025 ,0 ,0
40 ,1 ,113 ,030 ,1 ,0
40 ,1 ,113 ,034 ,0 ,0
40 ,1 ,114 ,026 ,0 ,0
40 ,1 ,114 ,036 ,1 ,0
40 ,3 ,116 ,049 ,0 ,0
40 ,3 ,116 ,053 ,1 ,0
40 ,3 ,116 ,054 ,0 ,0
40 ,2 ,117 ,066 ,0 ,0
40 ,2 ,117 ,068 ,0 ,0
40 ,2 ,119 ,074 ,0 ,0
40 ,2 ,119 ,076 ,0 ,0
40 ,1 ,120 ,056 ,0 ,0
40 ,2 ,121 ,078 ,0 ,0
40 ,2 ,122 ,015 ,1 ,0
40 ,2 ,122 ,072 ,0 ,0
39,1 ,111 ,024 ,0 ,0
39,1 ,111 ,024 ,0 ,0
39,3 ,112 ,027 ,0 ,0
39,3 ,112 ,083 ,1 ,0
39,3 ,112 ,083 ,0 ,0
39,1 ,113 ,060 ,0 ,0
39,1 ,114 ,036 ,1 ,0
39,1 ,114 ,065 ,0 ,0
39,1 ,114 ,065 ,0 ,0
39,3 ,115 ,038 ,0 ,0
39,3 ,115 ,039 ,1 ,0
39,3 ,116 ,053 ,0 ,0
39,2 ,117 ,013 ,0 ,0
39,2 ,117 ,018 ,0 ,0
39,2 ,117 ,118 ,0 ,0
39,3 ,118 ,046 ,0 ,0
39,3 ,118 ,046 ,0 ,0
39,3 ,118 ,047 ,1 ,0
39,3 ,118 ,120 ,0 ,0
39,2 ,119 ,074 ,1 ,0
39,2 ,119 ,074 ,1 ,0
39,2 ,119 ,082 ,0 ,0
39,2 ,121 ,073 ,0 ,0
39,2 ,122 ,015 ,1 ,0
39,2 ,122 ,122 ,0 ,0
38 ,1 ,111 ,025 ,0 ,0
38 ,3 ,116 ,054 ,0 ,0
37 ,3 ,115 ,039 ,1 ,0
37 ,3 ,115 ,042 ,0 ,0
37 ,3 ,118 ,045 ,0 ,0
36 ,1 ,111 ,021 ,0 ,0
36 ,3 ,115 ,038 ,0 ,0
36 ,2 ,119 ,016 ,0 ,0
36 ,2 ,119 ,074 ,0 ,0
35 ,3 ,116 ,053 ,0 ,0
8 ,1 ,111 ,019 ,0 ,0
8 ,1 ,111 ,019 ,0 ,0
8 ,1 ,111 ,019 ,0 ,0
8 ,1 ,111 ,021 ,0 ,0
8 ,1 ,111 ,022 ,0 ,0
8 ,1 ,111 ,025 ,1 ,0
8 ,1 ,111 ,025 ,1 ,0
8 ,3 ,112 ,003 ,0 ,0
8 ,3 ,112 ,027 ,0 ,0
8 ,3 ,112 ,028 ,0 ,0
1 ,3 ,115 ,039 ,0 ,0
1 ,3 ,116 ,043 ,0 ,1
1 ,3 ,116 ,048 ,0 ,1
1 ,3 ,116 ,048 ,0 ,1
1 ,3 ,116 ,053 ,0 ,0
1 ,3 ,116 ,053 ,0 ,0
1 ,3 ,116 ,053 ,0 ,0
1 ,3 ,116 ,054 ,0 ,1
1 ,2 ,117 ,009 ,0 ,1
1 ,2 ,117 ,013 ,0 ,1
1 ,2 ,117 ,014 ,0 ,1
1 ,2 ,117 ,064 ,0 ,1
1 ,2 ,117 ,071 ,0 ,1
1 ,2 ,117 ,118 ,0 ,1
1 ,3 ,118 ,004 ,1 ,1
1 ,3 ,118 ,004 ,1 ,1
1 ,3 ,118 ,004 ,0 ,0
1 ,3 ,118 ,004 ,0 ,0
1 ,3 ,118 ,045 ,0 ,0
1 ,3 ,118 ,045 ,1 ,1
1 ,3 ,118 ,045 ,0 ,1
1 ,2 ,119 ,074 ,1 ,1
1 ,2 ,119 ,076 ,0 ,1
1 ,2 ,119 ,076 ,0 ,0
1 ,2 ,119 ,124 ,0 ,0
1 ,1 ,120 ,056 ,0 ,0
1 ,1 ,120 ,056 ,0 ,0
1 ,1 ,120 ,062 ,0 ,1
1 ,1 ,120 ,121 ,0 ,0
1 ,2 ,121 ,067 ,0 ,0
1 ,2 ,121 ,069 ,0 ,1
1 ,2 ,122 ,077 ,0 ,0
1 ,2 ,122 ,077 ,1 ,1
1 ,2 ,122 ,122 ,1 ,0
2 ,1 ,113 ,033 ,0 ,0
2 ,2 ,119 ,074 ,1 ,0
65,1 ,111 ,022 ,0 ,0
65,1 ,113 ,030 ,1 ,0
65,1 ,113 ,031 ,0 ,0
65,1 ,113 ,031 ,0 ,0
65,1 ,113 ,033 ,0 ,0
65,1 ,114 ,036 ,0 ,1
65,1 ,114 ,036 ,0 ,1
65,3 ,115 ,005 ,0 ,0
65,3 ,115 ,040 ,0 ,0
65,3 ,116 ,041 ,0 ,0
65,2 ,117 ,018 ,0 ,0
65,2 ,117 ,118 ,0 ,0
65,2 ,119 ,124 ,0 ,0
65,2 ,119 ,124 ,0 ,1
65,2 ,122 ,015 ,1 ,0
63 ,1 ,111 ,019 ,0 ,0
63 ,1 ,111 ,029 ,0 ,0
63 ,1 ,111 ,029 ,1 ,1
63 ,1 ,113 ,030 ,1 ,1
63 ,1 ,114 ,026 ,0 ,1
63 ,1 ,114 ,036 ,0 ,0
63 ,1 ,114 ,036 ,0 ,1
63 ,1 ,114 ,036 ,1 ,1
63 ,3 ,115 ,038 ,0 ,1
63 ,3 ,116 ,041 ,0 ,0
63 ,3 ,116 ,043 ,0 ,0
63 ,3 ,116 ,053 ,0 ,1
63 ,3 ,116 ,053 ,0 ,1
63 ,2 ,117 ,071 ,0 ,1
63 ,2 ,117 ,118 ,0 ,0
63 ,1 ,120 ,056 ,0 ,0
63 ,1 ,120 ,121 ,0 ,1
63 ,1 ,120 ,125 ,0 ,0
62 ,3 ,112 ,027 ,0 ,0
62 ,1 ,113 ,030 ,1 ,0
62 ,1 ,113 ,031 ,0 ,0
62 ,1 ,113 ,032 ,0 ,0
62 ,1 ,113 ,033 ,0 ,0
62 ,1 ,113 ,034 ,0 ,0
62 ,1 ,114 ,026 ,0 ,0
62 ,1 ,114 ,065 ,1 ,0
62 ,3 ,115 ,005 ,0 ,0
62 ,3 ,115 ,038 ,0 ,0
62 ,3 ,115 ,039 ,0 ,0
62 ,2 ,117 ,009 ,0 ,0
62 ,2 ,117 ,013 ,0 ,0
62 ,2 ,117 ,018 ,0 ,0
62 ,2 ,117 ,068 ,1 ,0
62 ,2 ,117 ,071 ,0 ,0
62 ,3 ,118 ,120 ,0 ,0
62 ,3 ,118 ,120 ,0 ,0
62 ,2 ,119 ,082 ,0 ,0
62 ,2 ,119 ,124 ,0 ,0
62 ,2 ,119 ,124 ,0 ,0
62 ,1 ,120 ,055 ,0 ,0
62 ,1 ,120 ,121 ,0 ,0
62 ,2 ,122 ,015 ,0 ,0
62 ,2 ,122 ,122 ,0 ,0
61 ,1 ,111 ,019 ,0 ,0
61 ,1 ,111 ,025 ,1 ,0
61 ,1 ,111 ,029 ,0 ,0
61 ,3 ,112 ,083 ,1 ,0
61 ,1 ,113 ,030 ,0 ,0
61 ,1 ,113 ,030 ,1 ,0
61 ,1 ,113 ,030 ,0 ,0
61 ,1 ,114 ,036 ,0 ,0
61 ,1 ,114 ,065 ,0 ,0
61 ,3 ,115 ,039 ,0 ,0
61 ,2 ,117 ,068 ,0 ,0
61 ,2 ,119 ,074 ,1 ,0
61 ,2 ,122 ,072 ,0 ,0
61 ,2 ,122 ,077 ,0 ,0
58 ,3 ,118 ,004 ,1 ,0
57,1 ,111 ,029 ,0 ,0
57,3 ,112 ,027 ,0 ,0
57,3 ,116 ,053 ,0 ,0
57,3 ,118 ,046 ,0 ,0
57,3 ,118 ,046 ,0 ,0
57,3 ,118 ,120 ,0 ,0
57,2 ,119 ,082 ,0 ,0
57,2 ,119 ,124 ,0 ,0
56 ,2 ,119 ,124 ,0 ,1
100 ,1 ,120 ,061 ,0 ,0
55 ,1 ,120 ,055 ,0 ,0
54 ,1 ,113 ,030 ,0 ,0
54 ,1 ,120 ,061 ,0 ,0
53 ,1 ,111 ,024 ,1 ,0
53 ,3 ,112 ,027 ,0 ,0
53 ,3 ,112 ,083 ,0 ,1
53 ,1 ,114 ,026 ,0 ,0
53 ,1 ,114 ,036 ,0 ,0
53 ,1 ,114 ,065 ,1 ,0
53 ,3 ,116 ,051 ,0 ,0
53 ,3 ,116 ,052 ,0 ,0
53 ,3 ,118 ,004 ,0 ,0
53 ,2 ,122 ,081 ,0 ,0
52,1 ,111 ,024 ,1 ,0
52,1 ,111 ,029 ,0 ,0
52,3 ,112 ,027 ,0 ,0
52,3 ,112 ,027 ,0 ,0
52,3 ,112 ,027 ,0 ,0
52,3 ,112 ,028 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,1 ,113 ,030 ,0 ,0
52,1 ,113 ,030 ,1 ,1
52,1 ,113 ,034 ,0 ,0
52,1 ,113 ,034 ,0 ,0
52,1 ,113 ,034 ,0 ,0
52,1 ,114 ,026 ,0 ,0
52,1 ,114 ,036 ,0 ,0
52,1 ,114 ,065 ,0 ,0
52,1 ,114 ,065 ,0 ,0
52,3 ,115 ,039 ,1 ,0
52,3 ,115 ,039 ,1 ,0
52,3 ,116 ,052 ,0 ,0
52,3 ,116 ,053 ,0 ,1
52,2 ,117 ,009 ,1 ,0
52,2 ,117 ,009 ,0 ,0
52,2 ,117 ,068 ,0 ,0
52,2 ,117 ,071 ,0 ,0
52,3 ,118 ,004 ,1 ,0
52,2 ,119 ,074 ,1 ,0
52,2 ,119 ,076 ,0 ,0
52,2 ,119 ,091 ,0 ,0
52,2 ,119 ,091 ,0 ,0
52,1 ,120 ,055 ,0 ,0
52,1 ,120 ,061 ,0 ,0
52,1 ,120 ,061 ,0 ,0
52,1 ,120 ,061 ,0 ,0
52,1 ,120 ,062 ,0 ,0
52,1 ,120 ,062 ,0 ,0
52,1 ,120 ,062 ,0 ,0
52,1 ,120 ,121 ,0 ,0
52,2 ,121 ,017 ,0 ,0
52,2 ,121 ,078 ,0 ,0
52,2 ,121 ,079 ,0 ,0
51,1 ,111 ,020 ,0 ,0
51,1 ,111 ,022 ,0 ,0
51,1 ,111 ,024 ,0 ,0
51,1 ,111 ,029 ,0 ,0
51,3 ,112 ,027 ,0 ,0
51,3 ,112 ,083 ,1 ,0
51,3 ,112 ,083 ,0 ,0
51,1 ,113 ,060 ,0 ,0
51,3 ,115 ,006 ,0 ,0
51,3 ,115 ,039 ,0 ,0
51,3 ,116 ,048 ,1 ,1
51,3 ,116 ,052 ,0 ,0
51,3 ,116 ,052 ,0 ,0
51,3 ,116 ,054 ,0 ,0
51,3 ,118 ,004 ,1 ,0
51,3 ,118 ,004 ,1 ,0
51,3 ,118 ,045 ,0 ,0
51,1 ,120 ,002 ,0 ,0
51,1 ,120 ,057 ,1 ,0
51,1 ,120 ,061 ,0 ,0
51,1 ,120 ,061 ,0 ,0
51,2 ,121 ,078 ,0 ,0
50 ,1 ,111 ,025 ,0 ,0
50 ,3 ,118 ,120 ,0 ,0
99,1 ,113 ,032 ,0 ,0
49 ,1 ,111 ,022 ,0 ,0
49 ,1 ,111 ,023 ,0 ,0
49 ,1 ,111 ,024 ,0 ,1
49 ,1 ,111 ,025 ,0 ,0
49 ,1 ,111 ,029 ,0 ,0
49 ,3 ,112 ,027 ,0 ,0
49 ,3 ,112 ,027 ,0 ,0
49 ,3 ,112 ,027 ,0 ,0
49 ,3 ,112 ,027 ,0 ,0
49 ,3 ,112 ,028 ,0 ,0
49 ,3 ,112 ,083 ,0 ,0
49 ,3 ,112 ,083 ,0 ,0
49 ,3 ,112 ,083 ,0 ,0
49 ,1 ,113 ,031 ,0 ,0
49 ,1 ,113 ,032 ,0 ,0
49 ,1 ,113 ,033 ,0 ,0
49 ,1 ,113 ,060 ,0 ,0
49 ,1 ,113 ,060 ,0 ,0
49 ,1 ,114 ,026 ,0 ,0
49 ,1 ,114 ,035 ,0 ,0
49 ,1 ,114 ,036 ,0 ,0
49 ,1 ,114 ,036 ,0 ,0
49 ,1 ,114 ,036 ,0 ,0
49 ,3 ,115 ,042 ,0 ,0
49 ,3 ,115 ,042 ,0 ,0
49 ,3 ,115 ,042 ,0 ,0
49 ,3 ,115 ,115 ,0 ,0
49 ,3 ,116 ,041 ,0 ,0
49 ,3 ,116 ,051 ,0 ,0
49 ,3 ,116 ,053 ,0 ,0
49 ,2 ,117 ,018 ,0 ,0
49 ,2 ,117 ,118 ,0 ,0
49 ,3 ,118 ,004 ,0 ,0
49 ,2 ,119 ,076 ,0 ,0
49 ,2 ,119 ,082 ,0 ,0
49 ,2 ,119 ,091 ,0 ,0
49 ,1 ,120 ,002 ,0 ,0
49 ,1 ,120 ,058 ,0 ,0
49 ,1 ,120 ,058 ,1 ,0
49 ,1 ,120 ,059 ,0 ,0
49 ,1 ,120 ,061 ,0 ,0
49 ,1 ,120 ,098 ,0 ,0
49 ,1 ,120 ,121 ,0 ,0
49 ,2 ,121 ,067 ,0 ,0
49 ,2 ,122 ,122 ,0 ,0
49 ,2 ,122 ,122 ,0 ,0
48 ,1 ,111 ,024 ,0 ,0
48 ,1 ,111 ,029 ,0 ,0
48 ,3 ,118 ,120 ,0 ,0
48 ,1 ,120 ,061 ,0 ,0
48 ,1 ,120 ,121 ,0 ,0
48 ,1 ,120 ,121 ,0 ,0
47,2 ,119 ,076 ,0 ,1
98 ,3 ,112 ,083 ,0 ,0
98 ,3 ,115 ,039 ,0 ,0
98 ,1 ,120 ,125 ,0 ,0
45 ,3 ,112 ,027 ,0 ,0
45 ,1 ,114 ,026 ,0 ,0
45 ,1 ,114 ,026 ,0 ,0
45 ,3 ,115 ,044 ,0 ,0
45 ,2 ,121 ,017 ,0 ,0
45 ,2 ,121 ,069 ,0 ,0
44 ,1 ,111 ,022 ,1 ,0
44 ,1 ,111 ,023 ,0 ,0
44 ,1 ,111 ,024 ,0 ,0
44 ,1 ,111 ,025 ,0 ,0
44 ,1 ,113 ,032 ,0 ,0
44 ,1 ,113 ,032 ,0 ,0
44 ,1 ,113 ,033 ,0 ,0
44 ,1 ,113 ,034 ,0 ,0
44 ,1 ,114 ,026 ,0 ,0
44 ,1 ,114 ,026 ,0 ,0
44 ,3 ,116 ,053 ,0 ,0
44 ,2 ,117 ,064 ,0 ,0
44 ,2 ,117 ,068 ,1 ,0
44 ,2 ,117 ,068 ,0 ,0
44 ,3 ,118 ,004 ,0 ,0
44 ,3 ,118 ,120 ,0 ,0
44 ,2 ,119 ,074 ,1 ,0
44 ,2 ,119 ,076 ,0 ,0
44 ,2 ,119 ,076 ,0 ,0
44 ,2 ,119 ,124 ,0 ,0
44 ,1 ,120 ,121 ,0 ,0
44 ,2 ,121 ,012 ,0 ,0
44 ,2 ,121 ,069 ,0 ,0
44 ,2 ,121 ,069 ,0 ,0
44 ,2 ,121 ,073 ,0 ,0
44 ,2 ,121 ,073 ,0 ,0
44 ,2 ,121 ,073 ,0 ,0
44 ,2 ,122 ,015 ,0 ,0
44 ,2 ,122 ,081 ,0 ,0
42,1 ,111 ,021 ,0 ,0
42,1 ,111 ,022 ,0 ,0
42,1 ,111 ,022 ,0 ,0
42,1 ,111 ,024 ,0 ,0
42,1 ,111 ,025 ,0 ,0
42,1 ,111 ,025 ,0 ,0
42,1 ,111 ,029 ,0 ,0
42,3 ,112 ,003 ,0 ,0
42,3 ,112 ,027 ,0 ,0
42,3 ,112 ,027 ,0 ,0
42,1 ,113 ,030 ,1 ,0
42,1 ,113 ,031 ,0 ,0
42,1 ,114 ,026 ,0 ,0
42,3 ,115 ,042 ,0 ,0
42,3 ,115 ,042 ,0 ,0
42,3 ,116 ,052 ,0 ,0
42,3 ,116 ,053 ,0 ,0
42,3 ,116 ,053 ,1 ,0
42,2 ,117 ,009 ,0 ,0
42,2 ,117 ,009 ,0 ,0
42,3 ,118 ,120 ,0 ,0
42,3 ,118 ,120 ,0 ,0
42,2 ,119 ,076 ,0 ,0
42,2 ,119 ,076 ,0 ,0
42,2 ,119 ,076 ,0 ,0
42,2 ,119 ,082 ,0 ,0
42,2 ,119 ,124 ,0 ,0
42,2 ,119 ,124 ,0 ,0
42,1 ,120 ,061 ,0 ,0
42,1 ,120 ,061 ,0 ,0
42,1 ,120 ,121 ,0 ,0
42,1 ,120 ,121 ,0 ,0
42,2 ,122 ,072 ,0 ,0
42,2 ,122 ,122 ,0 ,0
41 ,1 ,113 ,060 ,0 ,0
41 ,1 ,114 ,026 ,0 ,0
41 ,3 ,115 ,040 ,0 ,0
41 ,3 ,116 ,048 ,0 ,0
41 ,3 ,118 ,045 ,0 ,0
41 ,3 ,118 ,120 ,0 ,0
41 ,2 ,119 ,076 ,0 ,0
41 ,2 ,119 ,082 ,0 ,0
41 ,2 ,122 ,075 ,0 ,0
40 ,1 ,111 ,024 ,0 ,0
40 ,1 ,113 ,030 ,1 ,0
40 ,3 ,115 ,040 ,0 ,0
40 ,3 ,116 ,048 ,1 ,0
40 ,3 ,116 ,051 ,0 ,0
40 ,3 ,116 ,053 ,0 ,0
40 ,2 ,117 ,014 ,0 ,0
40 ,2 ,117 ,064 ,0 ,0
40 ,2 ,117 ,071 ,0 ,0
40 ,3 ,118 ,045 ,1 ,0
40 ,3 ,118 ,047 ,0 ,0
40 ,2 ,119 ,074 ,1 ,0
40 ,1 ,120 ,062 ,0 ,0
40 ,2 ,121 ,069 ,0 ,0
40 ,2 ,121 ,078 ,0 ,0
40 ,2 ,121 ,079 ,0 ,0
40 ,2 ,122 ,015 ,0 ,0
40 ,2 ,122 ,077 ,0 ,0
39,1 ,111 ,019 ,0 ,0
39,1 ,111 ,022 ,0 ,0
39,3 ,112 ,003 ,0 ,0
39,3 ,112 ,027 ,0 ,0
39,3 ,112 ,083 ,0 ,0
39,1 ,113 ,032 ,0 ,0
39,1 ,113 ,032 ,0 ,0
39,1 ,113 ,032 ,0 ,0
39,1 ,114 ,008 ,0 ,0
39,1 ,114 ,036 ,0 ,0
39,1 ,114 ,065 ,0 ,0
39,3 ,115 ,006 ,0 ,0
39,3 ,115 ,037 ,0 ,0
39,3 ,115 ,038 ,0 ,0
39,3 ,115 ,042 ,0 ,0
39,3 ,116 ,041 ,0 ,0
39,3 ,116 ,043 ,0 ,0
39,3 ,116 ,051 ,0 ,0
39,3 ,116 ,053 ,0 ,0
39,3 ,118 ,004 ,1 ,0
39,3 ,118 ,045 ,1 ,0
39,3 ,118 ,046 ,0 ,0
39,3 ,118 ,120 ,0 ,0
39,2 ,119 ,074 ,0 ,0
39,2 ,119 ,074 ,1 ,0
39,2 ,119 ,076 ,0 ,0
39,2 ,119 ,124 ,0 ,0
39,2 ,119 ,124 ,0 ,0
39,2 ,119 ,124 ,0 ,0
39,2 ,119 ,124 ,0 ,0
39,1 ,120 ,121 ,0 ,0
39,1 ,120 ,121 ,0 ,0
39,1 ,120 ,121 ,0 ,0
39,1 ,120 ,125 ,0 ,0
39,2 ,121 ,069 ,0 ,0
39,2 ,121 ,073 ,0 ,0
38 ,3 ,112 ,027 ,0 ,0
37 ,1 ,113 ,030 ,0 ,1
37 ,1 ,114 ,036 ,0 ,0
36 ,1 ,111 ,021 ,1 ,0
36 ,1 ,114 ,036 ,0 ,0
36 ,3 ,115 ,005 ,0 ,0
36 ,3 ,115 ,040 ,0 ,0
36 ,2 ,117 ,018 ,0 ,0
36 ,3 ,118 ,004 ,1 ,0
36 ,2 ,119 ,124 ,0 ,0
36 ,1 ,120 ,002 ,0 ,0
36 ,2 ,122 ,122 ,0 ,0
35 ,3 ,118 ,120 ,0 ,0
35 ,1 ,120 ,121 ,0 ,0
35 ,2 ,122 ,122 ,1 ,0
8 ,1 ,111 ,019 ,0 ,0
8 ,1 ,111 ,023 ,0 ,0
8 ,1 ,111 ,023 ,0 ,0
8 ,1 ,111 ,023 ,0 ,0
8 ,1 ,111 ,024 ,1 ,0
8 ,1 ,111 ,024 ,1 ,0
8 ,1 ,111 ,024 ,1 ,0
8 ,1 ,111 ,025 ,0 ,0
8 ,1 ,111 ,025 ,0 ,0
8 ,1 ,111 ,025 ,0 ,0
8 ,1 ,111 ,025 ,0 ,0
8 ,1 ,111 ,080 ,1 ,1
8 ,1 ,111 ,080 ,1 ,0
8 ,3 ,112 ,003 ,0 ,0
8 ,3 ,112 ,027 ,0 ,0
8 ,3 ,112 ,027 ,0 ,0
8 ,3 ,112 ,027 ,0 ,0
8 ,3 ,112 ,083 ,0 ,0
79 ,1 ,111 ,022 ,0 ,0
79 ,1 ,111 ,024 ,0 ,0
79 ,1 ,111 ,029 ,0 ,0
79 ,3 ,112 ,027 ,0 ,0
79 ,3 ,112 ,027 ,0 ,0
79 ,3 ,112 ,083 ,0 ,0
79 ,3 ,112 ,083 ,0 ,0
79 ,1 ,113 ,032 ,0 ,0
79 ,1 ,113 ,033 ,0 ,0
79 ,1 ,113 ,034 ,0 ,0
79 ,1 ,114 ,036 ,0 ,0
79 ,3 ,115 ,005 ,0 ,0
79 ,3 ,115 ,005 ,1 ,0
79 ,3 ,115 ,042 ,0 ,0
79 ,3 ,116 ,052 ,0 ,0
